dateTime,hitName,rotation,distance,frame,%replayed,toUse
22-07-07_23-46-26,streetLight2 (29),39,8,5408,3,0
22-07-07_23-46-26,streetLight2 (29),39,8,5413,3,0
22-07-07_23-46-27,streetLight2 (29),39,8,5418,3,0
22-07-07_23-46-27,streetLight2 (29),39,8,5423,3,0
22-07-07_23-46-27,streetLight2 (29),39,8,5428,3,0
22-07-07_23-46-28,streetLight2 (29),39,8,5433,3,0
22-07-07_23-46-28,streetLight2 (29),39,8,5438,3,0
22-07-07_23-46-28,streetLight2 (29),39,8,5443,3,0
22-07-07_23-46-29,streetLight2 (29),39,8,5448,3,0
22-07-07_23-46-29,streetLight2 (29),39,8,5453,3,0
22-07-07_23-46-29,streetLight2 (29),39,8,5458,3,0
22-07-07_23-46-29,streetLight2 (29),39,9,5463,3,0
22-07-07_23-46-30,streetLight2 (29),39,9,5479,3,0
22-07-07_23-46-30,streetLight2 (29),40,9,5494,3,0
22-07-07_23-46-31,streetLight2 (29),39,9,5499,3,0
22-07-07_23-46-32,streetLight2 (29),40,22,5547,3,0
22-07-07_23-46-32,streetLight2 (29),38,8,5552,3,0
22-07-07_23-46-32,streetLight2 (29),38,8,5557,3,0
22-07-07_23-46-33,streetLight2 (29),38,8,5566,3,0
22-07-07_23-46-33,streetLight2 (29),39,8,5571,3,0
22-07-07_23-46-33,streetLight2 (29),38,8,5576,3,0
22-07-07_23-46-34,streetLight2 (29),39,8,5581,3,0
22-07-07_23-46-34,streetLight2 (29),39,7,5586,3,0
22-07-07_23-46-34,streetLight2 (29),39,7,5591,3,0
22-07-07_23-46-34,streetLight2 (29),39,7,5596,3,0
22-07-07_23-46-35,streetLight2 (29),39,7,5601,3,0
22-07-07_23-46-35,streetLight2 (29),39,7,5606,3,0
22-07-07_23-46-35,streetLight2 (29),39,7,5611,3,0
22-07-07_23-46-36,streetLight2 (29),39,7,5616,3,0
22-07-07_23-46-36,streetLight2 (29),39,7,5621,3,0
22-07-07_23-46-36,streetLight2 (29),39,7,5626,3,0
22-07-07_23-46-37,streetLight2 (29),39,7,5631,3,0
22-07-07_23-46-37,streetLight2 (29),39,7,5636,3,0
22-07-07_23-46-37,streetLight2 (29),39,7,5641,3,0
22-07-07_23-46-37,streetLight2 (29),39,7,5646,3,0
22-07-07_23-46-38,streetLight2 (29),39,7,5651,3,0
22-07-07_23-46-38,streetLight2 (29),39,7,5656,3,0
22-07-07_23-46-38,streetLight2 (29),39,7,5661,3,0
22-07-07_23-46-39,streetLight2 (29),39,7,5666,3,0
22-07-07_23-46-39,streetLight2 (29),39,7,5671,3,0
22-07-07_23-46-39,streetLight2 (29),39,7,5676,3,0
22-07-07_23-46-40,streetLight2 (29),39,7,5714,3,0
22-07-07_23-46-40,streetLight2 (29),39,7,5719,3,0
22-07-07_23-46-41,streetLight2 (29),39,7,5729,3,0
22-07-07_23-46-41,streetLight2 (29),38,7,5734,3,0
22-07-07_23-46-41,streetLight2 (29),38,7,5739,3,0
22-07-07_23-46-41,streetLight2 (29),38,7,5744,3,0
22-07-07_23-46-43,streetLight2 (29),26,16,5801,3,0
22-07-07_23-46-43,streetLight2 (29),37,7,5806,3,0
22-07-07_23-46-43,streetLight2 (29),37,7,5811,3,0
22-07-07_23-46-43,streetLight2 (29),37,7,5816,3,0
22-07-07_23-46-44,infoKiosk02,43,19,5843,3,0
22-07-07_23-46-44,infoKiosk02,58,24,5848,3,0
22-07-07_23-46-45,infoKiosk02,58,24,5853,3,0
22-07-07_23-46-45,infoKiosk02,58,24,5858,3,0
22-07-07_23-46-45,infoKiosk02,14,17,5863,3,0
22-07-07_23-46-46,infoKiosk02,14,17,5868,3,0
22-07-07_23-46-46,infoKiosk02,16,16,5873,3,0
22-07-07_23-46-46,infoKiosk02,16,16,5878,3,0
22-07-07_23-46-46,infoKiosk02,59,24,5883,3,0
22-07-07_23-46-47,infoKiosk02,59,24,5888,3,0
22-07-07_23-46-55,face_30,163,15,6378,3,0
22-07-07_23-46-55,face_30,1,46,6383,3,0
22-07-07_23-46-56,face_30,19,46,6388,3,0
22-07-07_23-46-56,face_30,161,46,6393,3,0
22-07-07_23-46-56,face_30,161,46,6398,3,0
22-07-07_23-46-57,face_30,63,54,6433,3,0
22-07-07_23-46-58,face_30,1,45,6438,3,0
22-07-07_23-46-58,face_30,70,52,6443,3,0
22-07-07_23-46-58,face_30,70,52,6448,3,0
22-07-07_23-46-58,face_30,70,52,6453,3,0
22-07-07_23-46-59,face_30,70,52,6458,3,0
22-07-07_23-46-59,face_30,70,52,6463,3,0
22-07-07_23-47-00,face_30,70,52,6468,3,0
22-07-07_23-47-02,Bench (1),150,26,6590,4,0
22-07-07_23-47-02,Bench (1),33,29,6595,4,0
22-07-07_23-47-03,Bench (1),143,29,6600,4,0
